LocalTime, GPSTime, ESSID, BSSID, Power, Security, Latitude, Longitude, Latitude Error, Longitude Error, Type
2025-09-01 20:36:12,1900-01-00 00:00:00,,B4:20:46:88:9C:84,-12, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:12,1900-01-00 00:00:00,,B4:20:46:88:9C:88,-14, OPN,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:12,1900-01-00 00:00:00,Casa32,B4:20:46:88:9C:86,-13, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:12,1900-01-00 00:00:00,,3C:5C:F1:3D:D8:E4,-6, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:12,1900-01-00 00:00:00,,3C:5C:F1:3D:D8:E8,-5, OPN,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:12,1900-01-00 00:00:00,TC,3C:5C:F1:3D:D8:E6,-6, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:12,1900-01-00 00:00:00,,B4:20:46:5C:E1:04,-23, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:12,1900-01-00 00:00:00,TC,B4:20:46:5C:E1:06,-21, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:12,1900-01-00 00:00:00,TC-2,B4:20:46:5C:E1:0C,-21, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:13,1900-01-00 00:00:00,,66:83:E7:07:83:1A,-28, ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:13,1900-01-00 00:00:00,,60:83:E7:07:85:4A,-25, WPA ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:13,1900-01-00 00:00:00,,6A:83:E7:07:85:4A,-23, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:13,1900-01-00 00:00:00,M&M_Guest,66:83:E7:07:85:46,-23, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:15,1900-01-00 00:00:00,32_Burotto-Xiaomi,5C:02:14:B6:E8:8B,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:15,1900-01-00 00:00:00,,62:02:14:B6:E8:8B,-1, OPN,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:15,1900-01-00 00:00:00,,64:64:4A:BB:11:23,-22, ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:15,1900-01-00 00:00:00,,62:02:14:B6:E8:8B,-2, OPN,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:16,1900-01-00 00:00:00,,3C:5C:F1:3D:D8:E8,-4, OPN,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:16,1900-01-00 00:00:00,TC-2,3C:5C:F1:3D:D8:EC,-4, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:16,1900-01-00 00:00:00,,B4:20:46:88:9C:84,-14, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:16,1900-01-00 00:00:00,,3C:5C:F1:3D:D8:E4,-4, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:16,1900-01-00 00:00:00,TC,3C:5C:F1:3D:D8:E6,-3, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:16,1900-01-00 00:00:00,TC-2,3C:5C:F1:3D:D8:EC,-4, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:16,1900-01-00 00:00:00,,B4:20:46:5C:E1:08,-21, OPN,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:16,1900-01-00 00:00:00,TC-2,B4:20:46:5C:E1:0C,-20, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:16,1900-01-00 00:00:00,,B4:20:46:88:9C:84,-13, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:16,1900-01-00 00:00:00,,B4:20:46:88:9C:88,-14, OPN,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:16,1900-01-00 00:00:00,Casa32,B4:20:46:88:9C:86,-14, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:16,1900-01-00 00:00:00,,3C:5C:F1:3D:D8:E4,-3, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:16,1900-01-00 00:00:00,,3C:5C:F1:3D:D8:E8,-5, OPN,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:16,1900-01-00 00:00:00,TC,3C:5C:F1:3D:D8:E6,-4, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:16,1900-01-00 00:00:00,TC-2,3C:5C:F1:3D:D8:EC,-4, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:16,1900-01-00 00:00:00,,B4:20:46:5C:E1:04,-21, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:16,1900-01-00 00:00:00,TC,B4:20:46:5C:E1:06,-23, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:16,1900-01-00 00:00:00,M&M_Guest,66:83:E7:07:83:1A,-28, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:16,1900-01-00 00:00:00,,6A:83:E7:07:85:46,-24, ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:16,1900-01-00 00:00:00,M&M,60:83:E7:07:85:46,-22, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:17,1900-01-00 00:00:00,M&M,60:83:E7:07:85:4A,-22, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:17,1900-01-00 00:00:00,M&M_Guest,66:83:E7:07:85:4A,-24, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:17,1900-01-00 00:00:00,M&M_Guest,66:83:E7:07:85:4A,-23, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:18,1900-01-00 00:00:00,32_Burotto-Xiaomi,5C:02:14:B6:E8:8B,-2, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:18,1900-01-00 00:00:00,,62:02:14:B6:E8:8B,0, OPN,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:18,1900-01-00 00:00:00,32_Burotto-Xiaomi,64:64:4A:BB:11:23,-22, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:18,1900-01-00 00:00:00,,6A:64:4A:BB:11:23,-23, ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:18,1900-01-00 00:00:00,,62:02:14:B6:E8:8B,-127, OPN,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:18,1900-01-00 00:00:00,,EC:75:0C:D3:69:CC,-28, ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:19,1900-01-00 00:00:00,,B4:20:46:88:9C:88,-13, OPN,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:19,1900-01-00 00:00:00,Casa32,B4:20:46:88:9C:86,-12, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:19,1900-01-00 00:00:00,,3C:5C:F1:3D:D8:E4,-2, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:19,1900-01-00 00:00:00,,3C:5C:F1:3D:D8:E8,-2, OPN,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:19,1900-01-00 00:00:00,TC,3C:5C:F1:3D:D8:E6,-3, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:19,1900-01-00 00:00:00,TC-2,3C:5C:F1:3D:D8:EC,-2, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:19,1900-01-00 00:00:00,,B4:20:46:5C:E1:08,-21, OPN,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:19,1900-01-00 00:00:00,,3C:5C:F1:3D:D8:E4,-57,,0.000000,0.000000,0.000,0.000,Client
2025-09-01 20:36:19,1900-01-00 00:00:00,,B4:20:46:5C:E1:04,-69,,0.000000,0.000000,0.000,0.000,Client
2025-09-01 20:36:19,1900-01-00 00:00:00,,B4:20:46:88:9C:84,-67,,0.000000,0.000000,0.000,0.000,Client
2025-09-01 20:36:19,1900-01-00 00:00:00,,B4:20:46:88:9C:84,-11, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:19,1900-01-00 00:00:00,Casa32,B4:20:46:88:9C:86,-13, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:19,1900-01-00 00:00:00,,3C:5C:F1:3D:D8:E4,-3, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:19,1900-01-00 00:00:00,TC,3C:5C:F1:3D:D8:E6,-2, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:19,1900-01-00 00:00:00,,3C:5C:F1:3D:D8:E4,-56,,0.000000,0.000000,0.000,0.000,Client
2025-09-01 20:36:19,1900-01-00 00:00:00,,B4:20:46:5C:E1:04,-21, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:19,1900-01-00 00:00:00,TC-2,B4:20:46:5C:E1:0C,-20, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:19,1900-01-00 00:00:00,,3C:5C:F1:3D:D8:E4,-2, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:19,1900-01-00 00:00:00,,3C:5C:F1:3D:D8:E8,-2, OPN,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:19,1900-01-00 00:00:00,TC-2,3C:5C:F1:3D:D8:EC,-2, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:19,1900-01-00 00:00:00,,B4:20:46:5C:E1:08,-22, OPN,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:19,1900-01-00 00:00:00,TC,B4:20:46:5C:E1:06,-22, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:20,1900-01-00 00:00:00,M&M_Guest,66:83:E7:07:85:46,-26, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:20,1900-01-00 00:00:00,M&M_Guest,66:83:E7:07:83:1A,-26, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:20,1900-01-00 00:00:00,M&M_Guest,66:83:E7:07:85:4A,-25, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:20,1900-01-00 00:00:00,M&M,60:83:E7:07:85:46,-22, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:20,1900-01-00 00:00:00,,6A:83:E7:07:85:46,-24, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:22,1900-01-00 00:00:00,32_Burotto-Xiaomi,5C:02:14:B6:E8:8B,-127, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:22,1900-01-00 00:00:00,,62:02:14:B6:E8:8B,-127, OPN,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:22,1900-01-00 00:00:00,,62:02:14:B6:E8:8B,-127, OPN,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:22,1900-01-00 00:00:00,BELCAR3.0_2.4G_EXT,EC:75:0C:D3:69:CC,-27, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:23,1900-01-00 00:00:00,,B4:20:46:88:9C:84,-9, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:23,1900-01-00 00:00:00,,B4:20:46:88:9C:88,-10, OPN,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:23,1900-01-00 00:00:00,Casa32,B4:20:46:88:9C:86,-11, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:23,1900-01-00 00:00:00,Casa32,B4:20:46:88:9C:86,-67, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:23,1900-01-00 00:00:00,,3C:5C:F1:3D:D8:E4,-4, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:23,1900-01-00 00:00:00,TC,3C:5C:F1:3D:D8:E6,-4, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:23,1900-01-00 00:00:00,TC-2,3C:5C:F1:3D:D8:EC,-3, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:23,1900-01-00 00:00:00,TC,B4:20:46:5C:E1:06,-20, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:23,1900-01-00 00:00:00,,B4:20:46:88:9C:84,-10, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:23,1900-01-00 00:00:00,,B4:20:46:88:9C:88,-12, OPN,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:23,1900-01-00 00:00:00,Casa32,B4:20:46:88:9C:86,-11, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:23,1900-01-00 00:00:00,,3C:5C:F1:3D:D8:E4,-5, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:23,1900-01-00 00:00:00,TC,3C:5C:F1:3D:D8:E6,-4, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:23,1900-01-00 00:00:00,,B4:20:46:5C:E1:04,-21, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:23,1900-01-00 00:00:00,,B4:20:46:5C:E1:08,-21, OPN,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:23,1900-01-00 00:00:00,TC-2,B4:20:46:5C:E1:0C,-21, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:23,1900-01-00 00:00:00,,B4:20:46:88:9C:88,-12, OPN,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:23,1900-01-00 00:00:00,TC-2,3C:5C:F1:3D:D8:EC,-4, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:23,1900-01-00 00:00:00,,B4:20:46:5C:E1:08,-21, OPN,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:23,1900-01-00 00:00:00,M&M,60:83:E7:07:85:4A,-23, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:23,1900-01-00 00:00:00,,6A:83:E7:07:85:4A,-24, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:23,1900-01-00 00:00:00,,6E:83:E7:07:85:4A,-24, ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:23,1900-01-00 00:00:00,M&M_Guest,66:83:E7:07:85:46,-26, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:23,1900-01-00 00:00:00,M&M_Guest,66:83:E7:07:83:1A,-25, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:24,1900-01-00 00:00:00,M&M,60:83:E7:07:85:4A,-25, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:24,1900-01-00 00:00:00,M&M_Guest,66:83:E7:07:85:4A,-23, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:25,1900-01-00 00:00:00,32_Burotto-Xiaomi,5C:02:14:B6:E8:8B,-1, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:25,1900-01-00 00:00:00,,62:02:14:B6:E8:8B,-1, OPN,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:25,1900-01-00 00:00:00,,62:02:14:B6:E8:8B,-1, OPN,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:25,1900-01-00 00:00:00,,62:02:14:B6:E8:8B,0, OPN,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:25,1900-01-00 00:00:00,32_Burotto-Xiaomi,5C:02:14:B6:E8:8B,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:26,1900-01-00 00:00:00,,B4:20:46:88:9C:84,-13, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:26,1900-01-00 00:00:00,Casa32,B4:20:46:88:9C:86,-14, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:26,1900-01-00 00:00:00,,3C:5C:F1:04:77:C4,-23, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:26,1900-01-00 00:00:00,,3C:5C:F1:04:77:C6,-23, ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:26,1900-01-00 00:00:00,,3C:5C:F1:3D:D8:E4,-7, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:26,1900-01-00 00:00:00,,3C:5C:F1:3D:D8:E8,-5, OPN,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:26,1900-01-00 00:00:00,TC,3C:5C:F1:3D:D8:E6,-6, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:26,1900-01-00 00:00:00,TC-2,3C:5C:F1:3D:D8:EC,-5, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:26,1900-01-00 00:00:00,,B4:20:46:5C:E1:04,-22, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:26,1900-01-00 00:00:00,,B4:20:46:5C:E1:08,-22, OPN,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:26,1900-01-00 00:00:00,,B4:20:46:88:9C:84,-11, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:26,1900-01-00 00:00:00,Casa32,B4:20:46:88:9C:86,-12, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:26,1900-01-00 00:00:00,,3C:5C:F1:3D:D8:E4,-7, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:26,1900-01-00 00:00:00,,3C:5C:F1:3D:D8:E8,-5, OPN,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:26,1900-01-00 00:00:00,TC,3C:5C:F1:3D:D8:E6,-6, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:26,1900-01-00 00:00:00,TC-2,3C:5C:F1:3D:D8:EC,-5, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:26,1900-01-00 00:00:00,TC,B4:20:46:5C:E1:06,-21, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:26,1900-01-00 00:00:00,TC-2,B4:20:46:5C:E1:0C,-20, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:26,1900-01-00 00:00:00,,B4:20:46:88:9C:84,-12, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:26,1900-01-00 00:00:00,,B4:20:46:88:9C:88,-12, OPN,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:26,1900-01-00 00:00:00,,3C:5C:F1:3D:D8:E4,-6, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:26,1900-01-00 00:00:00,,3C:5C:F1:3D:D8:E8,-5, OPN,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:26,1900-01-00 00:00:00,TC-2,3C:5C:F1:3D:D8:EC,-4, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:26,1900-01-00 00:00:00,,B4:20:46:5C:E1:04,-22, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:26,1900-01-00 00:00:00,,B4:20:46:5C:E1:08,-22, OPN,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:26,1900-01-00 00:00:00,TC,B4:20:46:5C:E1:06,-22, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:26,1900-01-00 00:00:00,TC-2,B4:20:46:5C:E1:0C,-20, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:27,1900-01-00 00:00:00,,6E:83:E7:07:85:4A,-27, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:27,1900-01-00 00:00:00,M&M,60:83:E7:07:85:4A,-78, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:27,1900-01-00 00:00:00,,6E:83:E7:07:85:4A,-26, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:27,1900-01-00 00:00:00,M&M,60:83:E7:07:85:46,-26, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-09-01 20:36:27,1900-01-00 00:00:00,M&M,60:83:E7:07:85:46,-26, WPA2 ,0.000000,0.000000,0.000,0.000,AP
